Harvest_Date,Location,Soil_Type,Avg_Temp_C,Avg_Rain_mm,Avg_Humidity,Yield_kg
2018-03-03,Block_B_Valley,Clay Loam,31.1,210.4,75.0,10482
2018-03-05,Block_C_Hill,Laterite,28.5,240.4,71.0,12696
2018-03-06,Block_C_Hill,Laterite,31.6,217.5,79.9,10452
2018-03-07,Block_B_Valley,Clay Loam,30.0,180.7,82.4,11681
2018-03-08,Block_B_Valley,Clay Loam,29.2,182.6,79.7,12687
2018-03-10,Block_B_Valley,Clay Loam,32.1,169.2,77.7,10830
2018-03-11,Block_D_River,Alluvial,27.2,220.1,88.6,11850
2018-03-12,Block_D_River,Alluvial,29.2,187.7,75.2,11563
2018-03-13,Block_C_Hill,Laterite,29.2,216.0,77.0,12589
2018-03-14,Block_C_Hill,Laterite,30.3,177.4,77.6,12404
2018-03-15,Block_C_Hill,Laterite,27.8,193.5,85.8,13102
2018-03-17,Block_C_Hill,Laterite,29.5,161.8,84.1,12293
2018-03-18,Block_C_Hill,Laterite,29.4,186.0,86.0,12944
2018-03-20,Block_C_Hill,Laterite,31.5,170.9,76.7,11301
2018-03-21,Block_C_Hill,Laterite,31.0,213.3,78.0,11394
2018-03-23,Block_C_Hill,Laterite,27.9,221.9,78.4,12137
2018-03-24,Block_C_Hill,Laterite,29.3,218.1,79.1,12028
2018-03-25,Block_A_North,Sandy Loam,28.2,169.2,80.4,12913
2018-03-27,Block_C_Hill,Laterite,30.8,234.1,77.5,11482
2018-03-29,Block_C_Hill,Laterite,30.7,178.8,88.4,12077
2018-03-30,Block_C_Hill,Laterite,31.6,174.9,79.1,12321
2018-04-01,Block_A_North,Sandy Loam,30.6,178.5,75.1,13578
2018-04-02,Block_B_Valley,Clay Loam,30.1,212.7,79.5,12370
2018-04-04,Block_C_Hill,Laterite,30.7,231.4,75.2,11925
2018-04-05,Block_B_Valley,Clay Loam,29.6,205.5,68.9,11271
2018-04-06,Block_D_River,Alluvial,29.2,219.3,83.7,11696
2018-04-08,Block_B_Valley,Clay Loam,30.0,206.4,72.9,10797
2018-04-10,Block_A_North,Sandy Loam,29.9,208.9,73.4,12531
2018-04-12,Block_D_River,Alluvial,30.6,167.2,80.8,12345
2018-04-13,Block_D_River,Alluvial,28.1,190.6,81.9,12862
2018-04-14,Block_C_Hill,Laterite,26.1,199.3,75.7,14099
2018-04-16,Block_C_Hill,Laterite,30.1,185.0,76.8,11449
2018-04-18,Block_C_Hill,Laterite,27.7,203.1,81.6,13364
2018-04-20,Block_A_North,Sandy Loam,33.1,200.6,72.2,10547
2018-04-21,Block_B_Valley,Clay Loam,29.0,179.2,78.4,13833
2018-04-23,Block_D_River,Alluvial,27.5,168.8,76.4,12691
2018-04-24,Block_D_River,Alluvial,29.7,205.3,84.8,11261
2018-04-25,Block_D_River,Alluvial,29.2,183.7,78.4,12963
2018-04-27,Block_A_North,Sandy Loam,27.0,204.0,85.3,14189
2018-04-28,Block_A_North,Sandy Loam,30.3,221.0,77.7,11552
2018-04-29,Block_A_North,Sandy Loam,26.9,193.8,79.3,14173
2018-04-30,Block_C_Hill,Laterite,27.6,170.7,77.5,14143
2018-05-02,Block_B_Valley,Clay Loam,29.5,143.7,75.7,11574
2018-05-03,Block_B_Valley,Clay Loam,26.7,122.0,70.3,14651
2018-05-04,Block_A_North,Sandy Loam,26.9,128.4,73.2,14767
2018-05-05,Block_D_River,Alluvial,29.7,191.2,75.4,11977
2018-05-07,Block_A_North,Sandy Loam,28.5,137.4,74.4,14229
2018-05-08,Block_A_North,Sandy Loam,27.4,174.2,77.9,14088
2018-05-09,Block_B_Valley,Clay Loam,27.5,133.5,75.1,12763
2018-05-11,Block_B_Valley,Clay Loam,28.0,143.2,73.7,13796
2018-05-13,Block_C_Hill,Laterite,28.6,146.5,83.9,12789
2018-05-14,Block_D_River,Alluvial,27.8,166.7,69.8,12135
2018-05-15,Block_A_North,Sandy Loam,26.1,163.8,74.8,14421
2018-05-16,Block_D_River,Alluvial,25.2,157.6,74.9,14455
2018-05-18,Block_A_North,Sandy Loam,30.4,116.5,74.5,14328
2018-05-19,Block_B_Valley,Clay Loam,27.2,186.0,69.1,13093
2018-05-20,Block_D_River,Alluvial,26.8,150.2,73.9,13261
2018-05-21,Block_C_Hill,Laterite,26.4,141.0,77.0,14553
2018-05-23,Block_D_River,Alluvial,26.2,178.4,74.4,13128
2018-05-25,Block_B_Valley,Clay Loam,29.0,163.0,76.4,12184
2018-05-26,Block_D_River,Alluvial,28.2,133.6,71.2,13710
2018-05-27,Block_A_North,Sandy Loam,30.6,177.0,76.0,12294
2018-05-29,Block_A_North,Sandy Loam,26.7,158.3,89.2,14686
2018-05-31,Block_D_River,Alluvial,23.4,142.2,68.2,14419
2018-06-02,Block_D_River,Alluvial,26.1,93.4,73.8,14305
2018-06-04,Block_D_River,Alluvial,23.8,128.3,62.1,14273
2018-06-05,Block_C_Hill,Laterite,25.7,90.2,76.5,15021
2018-06-07,Block_C_Hill,Laterite,24.3,131.0,68.7,14903
2018-06-09,Block_D_River,Alluvial,24.2,109.5,67.2,14607
2018-06-10,Block_C_Hill,Laterite,22.9,143.0,75.9,14410
2018-06-12,Block_D_River,Alluvial,25.4,109.7,68.0,14550
2018-06-13,Block_C_Hill,Laterite,23.4,131.7,68.1,15097
2018-06-15,Block_A_North,Sandy Loam,23.0,101.9,73.1,14450
2018-06-17,Block_C_Hill,Laterite,26.5,116.4,69.2,14769
2018-06-18,Block_B_Valley,Clay Loam,26.2,126.2,62.2,14384
2018-06-19,Block_C_Hill,Laterite,25.7,113.2,73.0,15048
2018-06-21,Block_C_Hill,Laterite,24.1,139.1,68.7,15144
2018-06-23,Block_B_Valley,Clay Loam,27.2,161.0,57.8,14560
2018-06-24,Block_A_North,Sandy Loam,25.4,128.4,66.8,15022
2018-06-25,Block_B_Valley,Clay Loam,26.6,164.0,77.9,13678
2018-06-27,Block_B_Valley,Clay Loam,23.3,120.7,72.7,13389
2018-06-28,Block_C_Hill,Laterite,25.7,135.7,58.0,14663
2018-06-29,Block_B_Valley,Clay Loam,25.7,113.1,77.1,14107
2018-06-30,Block_B_Valley,Clay Loam,24.4,86.8,56.2,15145
2018-07-01,Block_A_North,Sandy Loam,24.7,43.4,66.5,14758
2018-07-02,Block_D_River,Alluvial,23.3,80.1,64.8,14059
2018-07-03,Block_C_Hill,Laterite,25.7,100.9,62.9,15199
2018-07-04,Block_A_North,Sandy Loam,24.4,88.6,63.6,15166
2018-07-06,Block_B_Valley,Clay Loam,22.9,38.7,62.4,13743
2018-07-07,Block_B_Valley,Clay Loam,21.7,103.4,76.4,13693
2018-07-09,Block_A_North,Sandy Loam,22.4,65.6,65.6,15160
2018-07-11,Block_D_River,Alluvial,22.4,84.4,64.1,14013
2018-07-13,Block_D_River,Alluvial,19.8,87.4,64.7,12524
2018-07-15,Block_C_Hill,Laterite,22.1,103.0,69.9,14096
2018-07-16,Block_C_Hill,Laterite,19.6,106.7,66.9,11932
2018-07-18,Block_D_River,Alluvial,23.2,41.3,66.5,13973
2018-07-20,Block_A_North,Sandy Loam,24.0,74.4,56.5,14351
2018-07-22,Block_D_River,Alluvial,25.5,112.4,69.3,14883
2018-07-23,Block_D_River,Alluvial,25.3,66.4,75.1,14262
2018-07-24,Block_D_River,Alluvial,22.0,76.2,65.5,12695
2018-07-25,Block_C_Hill,Laterite,23.0,85.5,65.9,13686
2018-07-26,Block_D_River,Alluvial,23.5,72.3,67.6,13833
2018-07-27,Block_B_Valley,Clay Loam,24.1,81.6,76.6,14710
2018-07-28,Block_D_River,Alluvial,21.1,54.4,62.9,12884
2018-07-30,Block_C_Hill,Laterite,21.8,97.5,70.1,13929
2018-08-01,Block_A_North,Sandy Loam,20.4,64.2,52.6,13298
2018-08-03,Block_C_Hill,Laterite,19.9,42.7,53.7,12085
2018-08-05,Block_D_River,Alluvial,20.6,57.9,52.9,12889
2018-08-07,Block_B_Valley,Clay Loam,20.8,43.3,55.9,11714
2018-08-08,Block_A_North,Sandy Loam,21.3,55.2,60.9,13322
2018-08-09,Block_A_North,Sandy Loam,16.3,41.1,61.2,11479
2018-08-10,Block_B_Valley,Clay Loam,19.5,43.7,58.6,12260
2018-08-12,Block_C_Hill,Laterite,20.7,57.8,57.4,12768
2018-08-13,Block_A_North,Sandy Loam,21.0,69.1,52.8,13778
2018-08-14,Block_B_Valley,Clay Loam,21.7,86.3,66.4,12692
2018-08-15,Block_A_North,Sandy Loam,20.4,50.1,65.0,12747
2018-08-16,Block_A_North,Sandy Loam,19.9,64.3,62.1,13488
2018-08-17,Block_A_North,Sandy Loam,20.3,77.4,55.2,14347
2018-08-19,Block_B_Valley,Clay Loam,20.2,41.2,52.7,12002
2018-08-20,Block_B_Valley,Clay Loam,23.1,56.3,71.3,13304
2018-08-21,Block_A_North,Sandy Loam,23.8,77.4,54.5,15117
2018-08-22,Block_A_North,Sandy Loam,20.3,67.7,52.4,13189
2018-08-24,Block_D_River,Alluvial,21.3,64.2,59.7,12818
2018-08-26,Block_A_North,Sandy Loam,22.1,51.4,62.4,14836
2018-08-28,Block_A_North,Sandy Loam,20.7,56.2,57.1,13044
2018-08-29,Block_B_Valley,Clay Loam,19.0,35.4,62.7,11158
2018-08-31,Block_D_River,Alluvial,21.1,71.5,62.2,11740
2018-09-01,Block_A_North,Sandy Loam,19.4,6.6,54.8,12916
2018-09-02,Block_B_Valley,Clay Loam,18.5,18.8,53.4,11030
2018-09-04,Block_D_River,Alluvial,19.0,51.4,68.0,11467
2018-09-05,Block_A_North,Sandy Loam,20.6,41.9,65.7,12875
2018-09-07,Block_D_River,Alluvial,20.5,43.0,52.9,12225
2018-09-09,Block_B_Valley,Clay Loam,17.5,40.2,61.5,10694
2018-09-11,Block_A_North,Sandy Loam,19.4,6.9,64.9,11945
2018-09-13,Block_C_Hill,Laterite,17.6,75.9,62.0,11121
2018-09-14,Block_D_River,Alluvial,21.1,43.9,58.5,12470
2018-09-16,Block_A_North,Sandy Loam,20.7,67.5,57.4,13512
2018-09-17,Block_D_River,Alluvial,18.1,31.9,56.4,11461
2018-09-18,Block_C_Hill,Laterite,22.3,47.0,64.3,13200
2018-09-19,Block_D_River,Alluvial,20.5,53.8,61.8,13152
2018-09-20,Block_C_Hill,Laterite,20.6,19.3,66.3,13042
2018-09-22,Block_B_Valley,Clay Loam,19.0,33.7,53.0,11647
2018-09-24,Block_C_Hill,Laterite,21.6,38.9,62.0,12441
2018-09-25,Block_A_North,Sandy Loam,20.5,80.6,51.1,12770
2018-09-26,Block_B_Valley,Clay Loam,20.8,63.3,59.5,12419
2018-09-27,Block_D_River,Alluvial,19.1,52.4,62.3,11053
2018-09-29,Block_A_North,Sandy Loam,19.1,55.7,54.7,11902
2018-09-30,Block_B_Valley,Clay Loam,19.8,7.7,65.6,11514
2018-10-01,Block_B_Valley,Clay Loam,18.9,45.1,59.8,11223
2018-10-03,Block_B_Valley,Clay Loam,19.7,74.4,60.2,12562
2018-10-04,Block_B_Valley,Clay Loam,20.7,43.8,57.1,12780
2018-10-06,Block_B_Valley,Clay Loam,22.1,19.3,70.2,12426
2018-10-08,Block_D_River,Alluvial,23.9,83.9,62.8,14936
2018-10-09,Block_C_Hill,Laterite,22.0,60.0,64.4,13804
2018-10-11,Block_D_River,Alluvial,19.3,55.3,64.1,12426
2018-10-13,Block_D_River,Alluvial,21.1,64.8,60.6,12662
2018-10-14,Block_D_River,Alluvial,21.0,21.3,60.8,13082
2018-10-15,Block_C_Hill,Laterite,22.2,56.1,65.2,13542
2018-10-17,Block_A_North,Sandy Loam,20.4,46.8,64.4,13107
2018-10-18,Block_B_Valley,Clay Loam,20.9,26.3,56.4,12221
2018-10-19,Block_B_Valley,Clay Loam,20.1,51.0,59.1,11292
2018-10-20,Block_D_River,Alluvial,21.3,12.9,65.0,11676
2018-10-21,Block_A_North,Sandy Loam,19.3,57.8,65.6,13015
2018-10-23,Block_D_River,Alluvial,21.2,89.3,64.3,14000
2018-10-24,Block_C_Hill,Laterite,20.2,41.6,62.2,13029
2018-10-26,Block_B_Valley,Clay Loam,24.1,50.7,62.4,14364
2018-10-28,Block_C_Hill,Laterite,19.6,56.9,59.3,11605
2018-10-30,Block_B_Valley,Clay Loam,21.4,62.1,65.0,12432
2018-11-01,Block_C_Hill,Laterite,26.4,64.6,64.1,14505
2018-11-03,Block_B_Valley,Clay Loam,23.0,64.5,68.2,13020
2018-11-05,Block_A_North,Sandy Loam,23.2,80.1,60.8,14703
2018-11-06,Block_A_North,Sandy Loam,22.3,80.2,64.8,13929
2018-11-08,Block_A_North,Sandy Loam,21.6,100.0,70.7,14722
2018-11-10,Block_B_Valley,Clay Loam,22.1,95.9,62.0,13577
2018-11-12,Block_A_North,Sandy Loam,21.5,65.8,67.0,14006
2018-11-13,Block_B_Valley,Clay Loam,23.8,71.9,54.6,12835
2018-11-15,Block_D_River,Alluvial,19.3,100.8,66.5,11050
2018-11-16,Block_C_Hill,Laterite,24.4,90.3,68.1,14381
2018-11-18,Block_B_Valley,Clay Loam,24.5,70.5,62.7,14924
2018-11-20,Block_D_River,Alluvial,22.9,86.1,62.3,14002
2018-11-21,Block_D_River,Alluvial,22.8,80.0,66.9,13537
2018-11-22,Block_C_Hill,Laterite,20.7,61.5,61.2,13857
2018-11-24,Block_A_North,Sandy Loam,25.0,74.7,62.4,16116
2018-11-25,Block_D_River,Alluvial,21.3,69.3,68.2,13287
2018-11-26,Block_D_River,Alluvial,21.8,63.9,72.3,12664
2018-11-28,Block_C_Hill,Laterite,24.3,97.1,76.0,14533
2018-11-29,Block_B_Valley,Clay Loam,22.0,69.4,65.9,13077
2018-11-30,Block_C_Hill,Laterite,24.1,101.7,69.3,15353
2018-12-02,Block_D_River,Alluvial,24.8,98.6,71.9,14670
2018-12-03,Block_C_Hill,Laterite,24.9,116.1,63.7,15473
2018-12-05,Block_D_River,Alluvial,27.2,110.5,83.5,13606
2018-12-06,Block_C_Hill,Laterite,26.6,102.2,68.8,14790
2018-12-07,Block_D_River,Alluvial,22.7,103.7,73.1,13931
2018-12-08,Block_C_Hill,Laterite,23.7,87.0,77.0,14695
2018-12-09,Block_D_River,Alluvial,30.2,128.9,60.9,11916
2018-12-11,Block_C_Hill,Laterite,26.3,119.1,72.7,14270
2018-12-13,Block_D_River,Alluvial,23.7,135.9,64.8,14946
2018-12-15,Block_D_River,Alluvial,24.4,156.9,66.6,14197
2018-12-17,Block_D_River,Alluvial,23.4,136.1,68.8,14261
2018-12-18,Block_A_North,Sandy Loam,26.1,110.5,70.5,15601
2018-12-20,Block_B_Valley,Clay Loam,22.9,77.9,73.2,14311
2018-12-21,Block_A_North,Sandy Loam,25.2,163.2,70.7,14582
2018-12-22,Block_C_Hill,Laterite,25.3,129.6,73.5,14711
2018-12-24,Block_D_River,Alluvial,30.1,91.2,71.3,12787
2018-12-26,Block_D_River,Alluvial,26.8,128.0,75.4,13773
2018-12-27,Block_A_North,Sandy Loam,25.5,137.2,64.6,16240
2018-12-29,Block_D_River,Alluvial,24.5,123.1,78.1,14059
2018-12-30,Block_C_Hill,Laterite,25.4,70.3,73.1,15604
2018-12-31,Block_C_Hill,Laterite,23.7,138.9,80.0,14546
2019-01-01,Block_D_River,Alluvial,27.6,161.2,68.9,12563
2019-01-03,Block_C_Hill,Laterite,27.1,160.3,75.7,13624
2019-01-05,Block_C_Hill,Laterite,26.7,143.2,78.1,14287
2019-01-06,Block_C_Hill,Laterite,29.4,148.3,68.8,13004
2019-01-07,Block_A_North,Sandy Loam,28.6,132.1,75.4,13331
2019-01-08,Block_A_North,Sandy Loam,28.3,159.6,79.5,13327
2019-01-10,Block_D_River,Alluvial,26.4,185.2,69.2,13007
2019-01-11,Block_C_Hill,Laterite,26.4,158.4,71.9,13945
2019-01-12,Block_A_North,Sandy Loam,29.3,168.4,78.7,12867
2019-01-13,Block_A_North,Sandy Loam,26.5,141.4,72.2,14790
2019-01-15,Block_A_North,Sandy Loam,28.8,213.7,71.4,13833
2019-01-16,Block_D_River,Alluvial,26.6,203.0,60.9,13149
2019-01-17,Block_B_Valley,Clay Loam,23.8,164.3,66.0,13235
2019-01-19,Block_D_River,Alluvial,27.3,180.8,69.9,12813
2019-01-21,Block_C_Hill,Laterite,28.9,164.1,74.3,13030
2019-01-22,Block_A_North,Sandy Loam,27.0,137.9,77.9,15175
2019-01-23,Block_D_River,Alluvial,25.4,174.1,86.1,14356
2019-01-24,Block_B_Valley,Clay Loam,26.0,156.2,72.3,13941
2019-01-25,Block_A_North,Sandy Loam,26.0,151.7,81.3,15141
2019-01-26,Block_D_River,Alluvial,25.3,134.3,68.7,15004
2019-01-28,Block_A_North,Sandy Loam,28.8,137.9,76.8,13672
2019-01-29,Block_A_North,Sandy Loam,25.7,153.3,73.3,15080
2019-01-30,Block_D_River,Alluvial,28.2,185.4,78.3,12404
2019-02-01,Block_C_Hill,Laterite,29.7,191.8,74.6,11884
2019-02-03,Block_C_Hill,Laterite,29.1,192.7,70.2,11359
2019-02-05,Block_A_North,Sandy Loam,30.9,193.3,79.1,11426
2019-02-06,Block_B_Valley,Clay Loam,29.3,193.9,84.5,11824
2019-02-08,Block_B_Valley,Clay Loam,27.8,158.8,76.6,12248
2019-02-10,Block_A_North,Sandy Loam,28.8,203.3,76.0,13487
2019-02-12,Block_D_River,Alluvial,28.0,195.4,71.0,13095
2019-02-13,Block_C_Hill,Laterite,28.3,177.2,73.0,13473
2019-02-14,Block_A_North,Sandy Loam,27.3,204.9,82.8,14769
2019-02-15,Block_D_River,Alluvial,28.8,167.7,78.5,12280
2019-02-17,Block_A_North,Sandy Loam,30.1,177.4,81.4,14004
2019-02-19,Block_A_North,Sandy Loam,29.7,171.3,80.1,12750
2019-02-20,Block_C_Hill,Laterite,30.0,186.0,77.1,11673
2019-02-21,Block_D_River,Alluvial,27.3,164.3,87.0,13194
2019-02-23,Block_D_River,Alluvial,26.7,185.0,75.2,12539
2019-02-24,Block_D_River,Alluvial,24.9,185.3,74.7,13633
2019-02-26,Block_C_Hill,Laterite,29.8,194.5,86.9,11706
2019-02-28,Block_C_Hill,Laterite,28.3,191.7,77.5,12726
2019-03-01,Block_B_Valley,Clay Loam,28.7,189.1,77.5,12132
2019-03-03,Block_D_River,Alluvial,31.3,212.7,76.9,10158
2019-03-05,Block_C_Hill,Laterite,30.3,182.1,73.0,12723
2019-03-07,Block_B_Valley,Clay Loam,28.4,196.1,75.9,11890
2019-03-09,Block_C_Hill,Laterite,31.5,181.7,81.1,11900
2019-03-10,Block_D_River,Alluvial,33.1,190.9,78.3,10510
2019-03-11,Block_A_North,Sandy Loam,29.1,223.1,82.6,12718
2019-03-12,Block_A_North,Sandy Loam,27.0,221.5,74.5,13597
2019-03-14,Block_C_Hill,Laterite,29.3,174.5,79.4,12973
2019-03-15,Block_C_Hill,Laterite,31.2,218.5,82.0,11758
2019-03-17,Block_B_Valley,Clay Loam,29.8,188.6,78.3,11135
2019-03-19,Block_D_River,Alluvial,28.7,221.2,82.9,11618
2019-03-20,Block_B_Valley,Clay Loam,30.1,201.5,77.9,11544
2019-03-22,Block_A_North,Sandy Loam,30.1,219.3,75.0,11741
2019-03-23,Block_C_Hill,Laterite,27.7,194.6,73.7,13300
2019-03-24,Block_A_North,Sandy Loam,29.1,199.6,77.9,12943
2019-03-26,Block_A_North,Sandy Loam,29.5,203.7,78.1,12546
2019-03-27,Block_D_River,Alluvial,30.0,233.1,75.7,11964
2019-03-28,Block_B_Valley,Clay Loam,31.4,177.3,80.6,10834
2019-03-29,Block_C_Hill,Laterite,28.4,237.2,74.6,12836
2019-03-30,Block_B_Valley,Clay Loam,29.5,192.2,69.7,12634
2019-03-31,Block_D_River,Alluvial,29.3,184.8,66.6,12310
2019-04-02,Block_D_River,Alluvial,29.8,163.8,74.8,12428
2019-04-03,Block_B_Valley,Clay Loam,30.6,197.6,88.5,10398
2019-04-04,Block_B_Valley,Clay Loam,27.3,155.1,69.5,13003
2019-04-06,Block_A_North,Sandy Loam,31.7,179.0,87.9,11812
2019-04-08,Block_B_Valley,Clay Loam,30.5,193.7,72.1,11704
2019-04-09,Block_A_North,Sandy Loam,30.2,198.0,76.0,13066
2019-04-10,Block_C_Hill,Laterite,27.4,205.6,83.4,13629
2019-04-12,Block_B_Valley,Clay Loam,29.2,204.4,90.6,11269
2019-04-13,Block_B_Valley,Clay Loam,28.3,159.4,83.5,12917
2019-04-15,Block_B_Valley,Clay Loam,30.9,194.4,81.8,10958
2019-04-17,Block_D_River,Alluvial,30.6,164.8,86.2,11864
2019-04-19,Block_D_River,Alluvial,29.5,163.8,80.7,12083
2019-04-20,Block_C_Hill,Laterite,29.6,226.2,87.1,12231
2019-04-21,Block_D_River,Alluvial,28.1,187.9,87.6,12211
2019-04-23,Block_B_Valley,Clay Loam,29.7,200.0,75.3,12189
2019-04-25,Block_D_River,Alluvial,28.8,165.4,82.7,11675
2019-04-27,Block_C_Hill,Laterite,28.2,159.2,75.7,13321
2019-04-29,Block_A_North,Sandy Loam,27.2,181.6,81.6,13550
2019-04-30,Block_A_North,Sandy Loam,29.8,172.9,77.8,12526
2019-05-02,Block_C_Hill,Laterite,28.7,147.6,85.1,13825
2019-05-04,Block_D_River,Alluvial,27.6,175.8,75.2,12890
2019-05-05,Block_B_Valley,Clay Loam,27.5,159.2,65.2,13660
2019-05-06,Block_D_River,Alluvial,28.9,175.0,74.1,12039
2019-05-07,Block_A_North,Sandy Loam,29.4,164.2,75.6,13050
2019-05-08,Block_C_Hill,Laterite,25.1,143.6,76.5,14583
2019-05-09,Block_D_River,Alluvial,26.9,167.4,63.6,13559
2019-05-11,Block_B_Valley,Clay Loam,28.6,147.6,81.6,12933
2019-05-13,Block_C_Hill,Laterite,27.8,160.5,78.3,12176
2019-05-15,Block_B_Valley,Clay Loam,30.9,129.9,67.1,12086
2019-05-17,Block_C_Hill,Laterite,27.8,156.4,70.2,12694
2019-05-19,Block_D_River,Alluvial,27.5,186.2,75.2,12332
2019-05-20,Block_A_North,Sandy Loam,26.3,191.1,80.6,14108
2019-05-22,Block_D_River,Alluvial,29.5,130.8,72.8,13108
2019-05-24,Block_D_River,Alluvial,26.9,179.6,72.3,13394
2019-05-25,Block_D_River,Alluvial,28.0,173.0,77.6,12903
2019-05-27,Block_B_Valley,Clay Loam,29.5,128.9,77.4,12243
2019-05-28,Block_A_North,Sandy Loam,26.1,171.1,80.1,14357
2019-05-30,Block_C_Hill,Laterite,26.7,140.1,80.1,14485
2019-05-31,Block_D_River,Alluvial,27.4,183.0,80.6,13117
2019-06-02,Block_B_Valley,Clay Loam,23.4,112.1,72.9,15644
2019-06-04,Block_B_Valley,Clay Loam,22.7,145.2,71.1,13229
2019-06-05,Block_B_Valley,Clay Loam,23.4,66.2,67.3,13660
2019-06-07,Block_A_North,Sandy Loam,23.7,115.9,70.5,15085
2019-06-08,Block_B_Valley,Clay Loam,24.1,115.9,74.4,14728
2019-06-10,Block_D_River,Alluvial,25.1,98.5,64.5,15225
2019-06-11,Block_D_River,Alluvial,22.8,129.7,65.9,13236
2019-06-12,Block_D_River,Alluvial,26.2,103.7,64.7,15018
2019-06-14,Block_A_North,Sandy Loam,22.7,129.5,71.5,15649
2019-06-15,Block_A_North,Sandy Loam,24.5,130.9,65.6,15251
2019-06-16,Block_D_River,Alluvial,23.6,95.5,65.6,14583
2019-06-18,Block_B_Valley,Clay Loam,25.4,118.7,72.9,14580
2019-06-19,Block_B_Valley,Clay Loam,27.4,107.6,65.1,13213
2019-06-20,Block_B_Valley,Clay Loam,25.9,81.0,58.5,15146
2019-06-22,Block_B_Valley,Clay Loam,26.0,107.7,70.6,15896
2019-06-24,Block_C_Hill,Laterite,24.8,109.1,73.4,15387
2019-06-25,Block_C_Hill,Laterite,24.0,106.4,69.7,14552
2019-06-26,Block_C_Hill,Laterite,24.5,111.9,65.1,15678
2019-06-28,Block_D_River,Alluvial,26.8,107.4,71.8,14107
2019-06-29,Block_B_Valley,Clay Loam,24.4,122.0,67.9,13931
2019-07-01,Block_A_North,Sandy Loam,21.5,45.0,69.3,12684
2019-07-03,Block_D_River,Alluvial,24.1,83.3,61.8,13531
2019-07-05,Block_A_North,Sandy Loam,22.0,64.2,70.5,14441
2019-07-06,Block_B_Valley,Clay Loam,22.5,94.8,60.7,13411
2019-07-08,Block_D_River,Alluvial,22.9,56.3,65.7,13080
2019-07-09,Block_B_Valley,Clay Loam,20.2,78.1,65.7,12200
2019-07-11,Block_A_North,Sandy Loam,22.9,90.3,73.7,15041
2019-07-12,Block_D_River,Alluvial,22.0,74.3,68.6,13420
2019-07-14,Block_A_North,Sandy Loam,21.1,63.3,66.0,14040
2019-07-15,Block_A_North,Sandy Loam,21.2,58.8,65.4,13321
2019-07-16,Block_A_North,Sandy Loam,22.1,38.3,62.5,14089
2019-07-18,Block_B_Valley,Clay Loam,24.3,75.0,63.8,14148
2019-07-20,Block_C_Hill,Laterite,22.7,64.8,69.1,14070
2019-07-21,Block_A_North,Sandy Loam,23.3,65.1,64.8,14132
2019-07-23,Block_A_North,Sandy Loam,22.0,49.2,66.4,13792
2019-07-24,Block_D_River,Alluvial,23.2,71.9,55.9,12851
2019-07-25,Block_B_Valley,Clay Loam,20.5,97.8,66.2,12114
2019-07-26,Block_B_Valley,Clay Loam,21.8,79.7,71.4,12974
2019-07-28,Block_B_Valley,Clay Loam,21.9,88.2,67.0,13889
2019-07-30,Block_B_Valley,Clay Loam,23.7,99.7,58.6,14042
2019-08-01,Block_B_Valley,Clay Loam,20.8,45.5,54.8,12543
2019-08-02,Block_A_North,Sandy Loam,20.7,51.4,59.9,13976
2019-08-03,Block_A_North,Sandy Loam,19.3,91.0,61.1,11860
2019-08-05,Block_D_River,Alluvial,21.4,22.6,53.4,12354
2019-08-07,Block_C_Hill,Laterite,21.0,67.7,63.6,13687
2019-08-08,Block_A_North,Sandy Loam,18.1,31.0,50.9,12025
2019-08-09,Block_A_North,Sandy Loam,20.1,77.0,64.1,13770
2019-08-11,Block_D_River,Alluvial,19.1,71.0,58.4,11966
2019-08-12,Block_B_Valley,Clay Loam,21.6,41.5,63.7,12316
2019-08-13,Block_C_Hill,Laterite,21.7,21.1,57.3,13490
2019-08-14,Block_C_Hill,Laterite,19.3,33.2,61.1,11629
2019-08-16,Block_C_Hill,Laterite,21.8,47.9,60.4,13991
2019-08-17,Block_B_Valley,Clay Loam,22.3,43.2,49.1,12337
2019-08-18,Block_C_Hill,Laterite,19.9,77.5,61.1,13145
2019-08-20,Block_D_River,Alluvial,19.7,45.5,63.2,12280
2019-08-22,Block_B_Valley,Clay Loam,19.1,51.3,60.7,12101
2019-08-24,Block_A_North,Sandy Loam,23.2,67.0,68.3,14794
2019-08-26,Block_B_Valley,Clay Loam,21.6,75.2,57.5,13669
2019-08-28,Block_C_Hill,Laterite,20.1,13.3,71.8,12316
2019-08-29,Block_A_North,Sandy Loam,23.7,60.3,65.0,14748
2019-08-30,Block_A_North,Sandy Loam,19.8,33.2,58.5,12414
2019-09-01,Block_A_North,Sandy Loam,24.1,80.1,55.6,14603
2019-09-02,Block_D_River,Alluvial,21.1,43.4,61.3,12354
2019-09-04,Block_D_River,Alluvial,19.8,7.4,62.2,11959
2019-09-06,Block_A_North,Sandy Loam,19.4,43.1,63.6,11845
2019-09-07,Block_C_Hill,Laterite,19.2,25.8,63.0,12229
2019-09-09,Block_D_River,Alluvial,19.9,40.4,57.6,12557
2019-09-11,Block_A_North,Sandy Loam,20.2,15.8,63.1,12922
2019-09-12,Block_A_North,Sandy Loam,18.7,47.1,63.8,12442
2019-09-13,Block_B_Valley,Clay Loam,22.3,9.6,59.6,12608
2019-09-14,Block_C_Hill,Laterite,21.8,38.2,62.8,12969
